Idno,Year,Month,FIPS,Locality,HouseholdsServed,IndividualsServed,PoundsFoodDistributed,childserevedNFNP,PoundsfoodNFNP,Latitude,Longitude,MTWStatus,Geopoint
3946,2020,January,121.0,Montgomery County,1030.0,5271.0,40513.5,1130.0,7790.0,37.1748845,-80.387314,Matching and updated,POINT (-80.387314 37.1748845)
3947,2020,February,169.0,Scott County,624.0,1300.0,33152.22,13.0,0.0,36.7127783,-82.6136268,Matching and updated,POINT (-82.6136268 36.7127783)
3948,2020,March,570.0,Colonial Heights City,72.0,176.0,51762.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
3949,2020,July,103.0,Lancaster County,435.0,835.0,79788.0,0.0,0.0,37.7038307,-76.4131985,Matching and updated,POINT (-76.4131985 37.7038307)
3950,2020,November,121.0,Montgomery County,1219.0,7263.0,41190.7,499.0,12032.0,37.1748845,-80.387314,Matching and updated,POINT (-80.387314 37.1748845)
3951,2021,February,127.0,New Kent County,390.0,1199.0,0.0,0.0,0.0,37.5029094,-76.9828566,Matching and updated,POINT (-76.9828566 37.5029094)
3952,2019,November,75.0,Goochland County,78.0,975.0,35422.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
3953,2020,March,640.0,Galax City,225.0,487.0,6402.0,224.0,0.0,36.6656397,-80.9143083,Matching and updated,POINT (-80.9143083 36.6656397)
3954,2020,March,9.0,Amherst County,858.0,2416.0,114467.7,1770.0,7797.0,37.6303621,-79.1478477,Matching and updated,POINT (-79.1478477 37.6303621)
3955,2021,March,153.0,Prince William County,908.0,2971.0,1325527.33103691,0.0,31099.0,38.7011187,-77.4795791,Matching and updated,POINT (-77.4795791 38.7011187)
3956,2021,March,47.0,Culpeper County,640.0,1528.0,50117.14,0.0,0.0,38.4859303,-77.9564758,Matching and updated,POINT (-77.9564758 38.4859303)
3957,2021,February,31.0,Campbell County,865.0,1996.0,94957.72,5.0,573.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
3958,2020,April,17.0,Bath County,346.0,705.0,19498.31,0.0,0.0,38.0689876,-79.732898,Matching and updated,POINT (-79.732898 38.0689876)
3959,2021,February,51.0,Dickenson County,612.0,1077.0,23012.8,0.0,0.0,37.137081,-82.3492083,Matching and updated,POINT (-82.3492083 37.137081)
3960,2019,October,105.0,Lee County,481.0,1323.0,24590.88,0.0,0.0,36.7017206,-83.1301117,Matching and updated,POINT (-83.1301117 36.7017206)
3961,2020,August,23.0,Botetourt County,124.0,411.0,3093.58,0.0,0.0,37.553193,-79.8053176,Matching and updated,POINT (-79.8053176 37.553193)
3962,2019,August,83.0,Halifax County,331.0,934.0,24986.0,0.0,0.0,36.766461,-78.9396142,Matching and updated,POINT (-78.9396142 36.766461)
3963,2019,January,670.0,Hopewell City,0.0,926.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
3964,2020,May,660.0,Harrisonburg City,2055.0,7447.0,192638.21,268.0,2305.0,38.4316694,-78.8760274,Matching and updated,POINT (-78.8760274 38.4316694)
3965,2019,April,735.0,Poquoson City,79.0,270.0,9340.0,0.0,0.0,37.1283599,-76.3035337,Matching and updated,POINT (-76.3035337 37.1283599)
3966,2020,September,820.0,Waynesboro City,218.0,596.0,24170.38,0.0,0.0,38.0671571,-78.9014197,Matching and updated,POINT (-78.9014197 38.0671571)
3967,2019,August,650.0,Hampton City,1763.0,4731.0,308933.0,180.0,4302.0,37.0480303,-76.2971486,Matching and updated,POINT (-76.2971486 37.0480303)
3968,2019,July,23.0,Botetourt County,184.0,553.0,8301.6,0.0,0.0,37.553193,-79.8053176,Matching and updated,POINT (-79.8053176 37.553193)
3969,2020,July,11.0,Appomattox County,1318.0,2233.0,42198.88,0.0,0.0,37.3707253,-78.8109404,Matching and updated,POINT (-78.8109404 37.3707253)
3970,2020,June,520.0,Bristol City,286.0,1464.0,1308.0,0.0,0.0,36.6169541,-82.1575641,Matching and updated,POINT (-82.1575641 36.6169541)
3971,2019,May,735.0,Poquoson City,82.0,296.0,9700.0,0.0,0.0,37.1283599,-76.3035337,Matching and updated,POINT (-76.3035337 37.1283599)
3972,2019,October,175.0,Southampton County,600.0,1331.0,21735.0,145.0,2525.0,36.7201725,-77.1038556,Matching and updated,POINT (-77.1038556 36.7201725)
3973,2020,November,25.0,Brunswick County,487.0,814.0,55161.0,0.0,0.0,36.7645309,-77.8609162,Matching and updated,POINT (-77.8609162 36.7645309)
3974,2019,October,173.0,Smyth County,1664.0,4501.0,141470.15,588.0,27754.0,36.8423183,-81.5397861,Matching and updated,POINT (-81.5397861 36.8423183)
3975,2019,November,101.0,King William County,1.0,4.0,74688.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
3976,2019,May,700.0,Newport News City,1291.0,3222.0,411065.0,450.0,15796.0,37.0759784,-76.5217187,Matching and updated,POINT (-76.5217187 37.0759784)
3977,2020,December,820.0,Waynesboro City,248.0,679.0,25885.79,0.0,720.0,38.0671571,-78.9014197,Matching and updated,POINT (-78.9014197 38.0671571)
3978,2021,May,97.0,King and Queen County,0.0,0.0,0.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
3979,2020,February,580.0,Covington City,391.0,11064.0,42993.35,0.0,0.0,37.7781426,-79.986039,Matching and updated,POINT (-79.986039 37.7781426)
3980,2020,March,660.0,Harrisonburg City,2140.0,7862.0,148789.6,0.0,3410.0,38.4316694,-78.8760274,Matching and updated,POINT (-78.8760274 38.4316694)
3981,2019,October,15.0,Augusta County,3202.0,8168.0,304383.77,72.0,1228.0,38.1678073,-79.1466816,Matching and updated,POINT (-79.1466816 38.1678073)
3982,2020,April,57.0,Essex County,302.0,637.0,25528.0,0.0,0.0,37.9394802,-76.9418713,Matching and updated,POINT (-76.9418713 37.9394802)
3983,2021,May,119.0,Middlesex County,500.0,799.0,8009.0,0.0,0.0,37.6069753,-76.5280819,Matching and updated,POINT (-76.5280819 37.6069753)
3984,2020,November,113.0,Madison County,261.0,611.0,45851.14,0.0,0.0,38.4120586,-78.2769613,Matching and updated,POINT (-78.2769613 38.4120586)
3985,2020,June,73.0,Gloucester County,375.0,930.0,58037.0,0.0,0.0,37.4035413,-76.5235051,Matching and updated,POINT (-76.5235051 37.4035413)
3986,2020,October,36.0,Charles City County,206.0,583.0,42858.0,0.0,0.0,37.3610537,-77.05417,Matching and updated,POINT (-77.05417 37.3610537)
3987,2019,February,79.0,Greene County,296.0,796.0,25102.44,53.0,1227.0,38.2979805,-78.4701629,Matching and updated,POINT (-78.4701629 38.2979805)
3988,2019,March,139.0,PAGE COUNTY,329.0,625.0,39416.77,0.0,0.0,38.6237508,-78.4904708,Matching and updated,POINT (-78.4904708 38.6237508)
3989,2021,May,670.0,Hopewell City,99.0,311.0,27196.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
3990,2019,January,137.0,Orange County,234.0,801.0,19312.0,0.0,0.0,38.2504394,-78.0099795,Matching and updated,POINT (-78.0099795 38.2504394)
3991,2020,June,710.0,Norfolk City,6552.0,19541.0,476621.0,813.0,25278.0,36.9230149,-76.2446413,Matching and updated,POINT (-76.2446413 36.9230149)
3992,2019,June,63.0,Floyd County,412.0,1170.0,4677.75,0.0,0.0,36.9314381,-80.3503087,Matching and updated,POINT (-80.3503087 36.9314381)
3993,2020,August,670.0,Hopewell City,0.0,985.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
3994,2019,January,59.0,Fairfax County,908.0,2971.0,571158.023862562,0.0,1983.0,38.8337425,-77.2761174,Matching and updated,POINT (-77.2761174 38.8337425)
3995,2020,November,89.0,Henry County,3654.0,8869.0,173499.73,426.0,0.0,36.6206074,-79.9806728,Matching and updated,POINT (-79.9806728 36.6206074)
3996,2019,February,830.0,Williamsburg City,85.0,181.0,50493.0,35.0,5491.0,37.269293,-76.7067172,Matching and updated,POINT (-76.7067172 37.269293)
3997,2020,November,137.0,Orange County,738.0,1731.0,29096.59,0.0,0.0,38.2504394,-78.0099795,Matching and updated,POINT (-78.0099795 38.2504394)
3998,2019,July,69.0,Frederick County,2812.0,4738.0,54926.87,0.0,0.0,39.203637,-78.2639164,Matching and updated,POINT (-78.2639164 39.203637)
3999,2019,February,59.0,Fairfax County,1.0,5.0,74688.0,0.0,0.0,38.8337425,-77.2761174,Matching and updated,POINT (-77.2761174 38.8337425)
4000,2019,June,115.0,Mathews County,908.0,2971.0,19302.0,0.0,0.0,37.4253479,-76.2688078,Non-matching,POINT (-76.2688078 37.4253479)
4001,2019,May,149.0,Prince George County,408.0,1156.0,0.0,0.0,0.0,37.1873255,-77.2209931,Matching and updated,POINT (-77.2209931 37.1873255)
4002,2019,July,153.0,Prince William County,42.0,154.0,199.0,0.0,0.0,38.7011187,-77.4795791,Matching and updated,POINT (-77.4795791 38.7011187)
4003,2019,October,137.0,Orange County,355.0,906.0,13681.0,0.0,0.0,38.2504394,-78.0099795,Matching and updated,POINT (-78.0099795 38.2504394)
4004,2021,May,670.0,Hopewell City,0.0,854.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
4005,2020,February,15.0,Augusta County,2496.0,6361.0,273526.16,160.0,1573.0,38.1678073,-79.1466816,Matching and updated,POINT (-79.1466816 38.1678073)
4006,2019,April,97.0,King and Queen County,23.0,65.0,74688.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
4007,2021,May,510.0,Alexandria City,908.0,2971.0,180035.52,0.0,18345.0,38.8183429,-77.0820263,Matching and updated,POINT (-77.0820263 38.8183429)
4008,2020,January,33.0,Caroline County,857.0,2163.0,17485.24,922.0,738.0,38.0303193,-77.3523482,Matching and updated,POINT (-77.3523482 38.0303193)
4009,2020,May,145.0,Powhatan County,100.0,1151.0,117189.0,0.0,0.0,37.5494041,-77.9128553,Matching and updated,POINT (-77.9128553 37.5494041)
4010,2020,September,690.0,Martinsville City,240.0,2527.0,16657.95,0.0,365.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
4011,2019,February,735.0,Poquoson City,95.0,341.0,9971.0,0.0,0.0,37.1283599,-76.3035337,Matching and updated,POINT (-76.3035337 37.1283599)
4012,2020,June,97.0,King and Queen County,34.0,41.0,74688.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
4013,2019,August,510.0,Alexandria City,908.0,2971.0,34233.3252644836,0.0,345.0,38.8183429,-77.0820263,Matching and updated,POINT (-77.0820263 38.8183429)
4014,2021,September,197.0,Wythe County,131.0,330.0,16439.83,0.0,5177.0,36.9014709,-81.084209,Matching and updated,POINT (-81.084209 36.9014709)
4015,2020,January,51.0,Dickenson County,897.0,1954.0,34011.7,0.0,0.0,37.137081,-82.3492083,Matching and updated,POINT (-82.3492083 37.137081)
4016,2021,February,775.0,Salem City,520.0,1408.0,22086.0,0.0,0.0,37.2853329,-80.0552407,Matching and updated,POINT (-80.0552407 37.2853329)
4017,2020,February,775.0,Salem City,552.0,1405.0,30079.46,0.0,0.0,37.2853329,-80.0552407,Matching and updated,POINT (-80.0552407 37.2853329)
4018,2020,June,670.0,Hopewell City,0.0,719.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
4019,2020,February,41.0,Chesterfield County,1.0,1.0,74688.0,0.0,0.0,37.3784338,-77.5858474,Matching and updated,POINT (-77.5858474 37.3784338)
4020,2021,May,141.0,Patrick County,600.0,1322.0,21404.3,0.0,0.0,36.6673274,-80.2861409,Matching and updated,POINT (-80.2861409 36.6673274)
4021,2020,May,197.0,Wythe County,749.0,1933.0,19287.85,0.0,0.0,36.9014709,-81.084209,Matching and updated,POINT (-81.084209 36.9014709)
4022,2021,June,191.0,Washington County,1079.0,5057.0,54265.5,100.0,0.0,36.7478314,-81.9503155,Matching and updated,POINT (-81.9503155 36.7478314)
4023,2020,May,690.0,Martinsville City,143.0,1195.0,11396.4,0.0,0.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
4024,2020,June,31.0,Campbell County,1138.0,2488.0,95060.79,0.0,0.0,37.210151,-79.0954285,Matching and updated,POINT (-79.0954285 37.210151)
4025,2020,July,790.0,STAUNTON CITY,403.0,2956.0,19026.31,0.0,844.0,38.1580558,-79.0615011,Matching and updated,POINT (-79.0615011 38.1580558)
4026,2019,May,19.0,BEDFORD COUNTY,394.0,874.0,26121.64,0.0,0.0,37.3124079,-79.5279466,Matching and updated,POINT (-79.5279466 37.3124079)
4027,2020,September,670.0,Hopewell City,0.0,1051.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
4028,2019,September,41.0,Chesterfield County,848.0,10711.0,220120.0,0.0,0.0,37.3784338,-77.5858474,Matching and updated,POINT (-77.5858474 37.3784338)
4029,2019,April,69.0,Frederick County,2214.0,4390.0,55299.53,0.0,0.0,39.203637,-78.2639164,Matching and updated,POINT (-78.2639164 39.203637)
4030,2019,October,45.0,Craig County,59.0,118.0,3936.0,45.0,0.0,37.4731287,-80.231734,Matching and updated,POINT (-80.231734 37.4731287)
4031,2020,April,183.0,Sussex County,154.0,310.0,3969.0,0.0,0.0,36.9266454,-77.2597319,Matching and updated,POINT (-77.2597319 36.9266454)
4032,2020,January,41.0,Chesterfield County,1956.0,8437.0,269421.0,0.0,0.0,37.3784338,-77.5858474,Matching and updated,POINT (-77.5858474 37.3784338)
4033,2020,August,197.0,Wythe County,870.0,2264.0,27572.01,0.0,0.0,36.9014709,-81.084209,Matching and updated,POINT (-81.084209 36.9014709)
4034,2019,October,690.0,Martinsville City,742.0,2539.0,18130.45,0.0,688.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
4035,2019,February,65.0,Fluvanna County,314.0,788.0,19522.24,101.0,2992.0,37.8305761,-78.2844345,Matching and updated,POINT (-78.2844345 37.8305761)
4036,2021,July,23.0,Botetourt County,123.0,370.0,6687.02,0.0,0.0,37.553193,-79.8053176,Matching and updated,POINT (-79.8053176 37.553193)
4037,2021,September,770.0,Roanoke City,68.0,159.0,170592.8,0.0,4112.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
4038,2019,November,1.0,Accomack County,1981.0,6033.0,103612.0,340.0,5508.0,37.7659435,-75.7578073,Matching and updated,POINT (-75.7578073 37.7659435)
4039,2019,November,187.0,Warren County,811.0,2428.0,32589.4,310.0,79.0,38.9081874,-78.2071314,Matching and updated,POINT (-78.2071314 38.9081874)
4040,2021,September,590.0,Danville City,908.0,2971.0,145529.8,0.0,0.0,36.5833337,-79.4080707,Matching and updated,POINT (-79.4080707 36.5833337)
4041,2019,August,570.0,Colonial Heights City,85.0,202.0,49212.0,0.0,0.0,37.2616846,-77.3968043,Matching and updated,POINT (-77.3968043 37.2616846)
4042,2020,June,125.0,Nelson County,619.0,1174.0,46492.02,0.0,0.0,37.7900492,-78.8793535,Matching and updated,POINT (-78.8793535 37.7900492)
4043,2021,May,520.0,Bristol City,154.0,1265.0,4888.0,0.0,0.0,36.6169541,-82.1575641,Matching and updated,POINT (-82.1575641 36.6169541)
4044,2020,November,187.0,Warren County,363.0,990.0,37242.08,0.0,0.0,38.9081874,-78.2071314,Matching and updated,POINT (-78.2071314 38.9081874)
4045,2019,October,85.0,Hanover County,531.0,2596.0,463.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
4046,2019,May,15.0,Augusta County,2799.0,6976.0,292131.54,71.0,5530.0,38.1678073,-79.1466816,Matching and updated,POINT (-79.1466816 38.1678073)
4047,2019,June,71.0,Giles County,353.0,687.0,11921.0,58.0,0.0,37.3119298,-80.7171778,Matching and updated,POINT (-80.7171778 37.3119298)
4048,2021,April,173.0,Smyth County,419.0,1137.0,97956.9,366.0,561.0,36.8423183,-81.5397861,Matching and updated,POINT (-81.5397861 36.8423183)
4049,2019,April,75.0,Goochland County,6.0,817.0,47862.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
4050,2019,January,127.0,New Kent County,0.0,2692.0,0.0,0.0,0.0,37.5029094,-76.9828566,Matching and updated,POINT (-76.9828566 37.5029094)
4051,2020,February,115.0,Mathews County,908.0,2971.0,24455.0,0.0,0.0,37.4253479,-76.2688078,Non-matching,POINT (-76.2688078 37.4253479)
4052,2019,September,720.0,Norton City,725.0,2323.0,28841.63,0.0,0.0,36.9315489,-82.625996,Matching and updated,POINT (-82.625996 36.9315489)
4053,2021,May,37.0,Charlotte County,813.0,1421.0,23295.0,0.0,0.0,37.0140909,-78.661424,Matching and updated,POINT (-78.661424 37.0140909)
4054,2020,January,199.0,York County,327.0,955.0,49472.0,215.0,1318.0,37.2209139,-76.395533,Matching and updated,POINT (-76.395533 37.2209139)
4055,2020,December,730.0,Petersburg City,970.0,2430.0,2472.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
4056,2020,February,143.0,Pittsylvania County,908.0,2971.0,0.0,310.0,2321.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
4057,2020,July,750.0,Radford City,426.0,1388.0,24544.3,0.0,0.0,37.120036,-80.5570481,Matching and updated,POINT (-80.5570481 37.120036)
4058,2019,March,670.0,Hopewell City,0.0,875.0,0.0,0.0,0.0,37.2910098,-77.2989443,Matching and updated,POINT (-77.2989443 37.2910098)
4059,2020,May,27.0,Buchanan County,1420.0,3823.0,104430.89,492.0,0.0,37.2681198,-82.0381508,Matching and updated,POINT (-82.0381508 37.2681198)
4060,2019,April,3.0,Albemarle County,2866.0,6403.0,177361.6,115.0,1930.0,38.0241841,-78.5535056,Matching and updated,POINT (-78.5535056 38.0241841)
4061,2020,October,59.0,Fairfax County,908.0,2971.0,2344919.349631,0.0,47174.0,38.8337425,-77.2761174,Matching and updated,POINT (-77.2761174 38.8337425)
4062,2020,July,185.0,Tazewell County,2047.0,4806.0,60097.68,0.0,0.0,37.1253949,-81.5629237,Matching and updated,POINT (-81.5629237 37.1253949)
4063,2020,February,770.0,Roanoke City,6177.0,22890.0,373849.38,1534.0,11628.0,37.2778301,-79.9584716,Matching and updated,POINT (-79.9584716 37.2778301)
4064,2020,September,750.0,Radford City,382.0,1483.0,24102.18,150.0,0.0,37.120036,-80.5570481,Matching and updated,POINT (-80.5570481 37.120036)
4065,2021,March,163.0,Rockbridge County,108.0,5305.0,5587.48,0.0,0.0,37.8145174,-79.4477537,Matching and updated,POINT (-79.4477537 37.8145174)
4066,2019,June,75.0,Goochland County,56.0,778.0,28009.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
4067,2020,November,678.0,Lexington City,812.0,2162.0,57106.77,0.0,0.0,37.7823316,-79.4443196,Matching and updated,POINT (-79.4443196 37.7823316)
4068,2019,May,147.0,Prince Edward County,1163.0,2195.0,52348.0,0.0,0.0,37.2248813,-78.4329574,Matching and updated,POINT (-78.4329574 37.2248813)
4069,2021,February,147.0,Prince Edward County,1078.0,1813.0,46904.0,0.0,0.0,37.2248813,-78.4329574,Matching and updated,POINT (-78.4329574 37.2248813)
4070,2020,March,595.0,Emporia City,65.0,84.0,28011.0,0.0,0.0,36.696182,-77.5359753,Matching and updated,POINT (-77.5359753 36.696182)
4071,2019,June,133.0,Northumberland County,241.0,579.0,81947.0,0.0,0.0,37.8569736,-76.3796872,Matching and updated,POINT (-76.3796872 37.8569736)
4072,2019,September,43.0,CLARKE COUNTY,178.0,354.0,11229.66,0.0,0.0,39.1159309,-77.9920039,Matching and updated,POINT (-77.9920039 39.1159309)
4073,2019,June,145.0,Powhatan County,142.0,351.0,94223.0,0.0,0.0,37.5494041,-77.9128553,Matching and updated,POINT (-77.9128553 37.5494041)
4074,2021,August,197.0,Wythe County,507.0,1198.0,12695.33,0.0,0.0,36.9014709,-81.084209,Matching and updated,POINT (-81.084209 36.9014709)
4075,2019,August,5.0,Alleghany County,385.0,1140.0,24194.8,0.0,0.0,37.7879048,-80.008669,Matching and updated,POINT (-80.008669 37.7879048)
4076,2021,February,149.0,Prince George County,69.0,186.0,8511.0,0.0,0.0,37.1873255,-77.2209931,Matching and updated,POINT (-77.2209931 37.1873255)
4077,2020,February,27.0,Buchanan County,1440.0,3253.0,69480.19,488.0,0.0,37.2681198,-82.0381508,Matching and updated,POINT (-82.0381508 37.2681198)
4078,2019,January,85.0,Hanover County,98.0,266.0,74688.0,0.0,0.0,37.7601655,-77.4909916,Matching and updated,POINT (-77.4909916 37.7601655)
4079,2019,September,620.0,Franklin City,600.0,1615.0,20763.0,0.0,1197.0,36.6840142,-76.9413956,Matching and updated,POINT (-76.9413956 36.6840142)
4080,2019,December,147.0,Prince Edward County,1196.0,2057.0,19128.0,0.0,0.0,37.2248813,-78.4329574,Matching and updated,POINT (-78.4329574 37.2248813)
4081,2019,November,760.0,Richmond City,0.0,16817.0,0.0,0.0,0.0,37.531399,-77.4760085,Matching and updated,POINT (-77.4760085 37.531399)
4082,2019,September,119.0,Middlesex County,719.0,1060.0,10491.0,0.0,0.0,37.6069753,-76.5280819,Matching and updated,POINT (-76.5280819 37.6069753)
4083,2019,March,75.0,Goochland County,10.0,901.0,38483.0,0.0,0.0,37.7241655,-77.9142733,Matching and updated,POINT (-77.9142733 37.7241655)
4084,2021,January,27.0,Buchanan County,1165.0,2528.0,81473.8,320.0,0.0,37.2681198,-82.0381508,Matching and updated,POINT (-82.0381508 37.2681198)
4085,2021,May,61.0,Fauquier County,595.0,1389.0,34668.54,0.0,0.0,38.7441032,-77.8215847,Matching and updated,POINT (-77.8215847 38.7441032)
4086,2021,March,141.0,Patrick County,622.0,1435.0,19582.33,0.0,0.0,36.6673274,-80.2861409,Matching and updated,POINT (-80.2861409 36.6673274)
4087,2020,January,149.0,Prince George County,621.0,1711.0,4667.0,0.0,0.0,37.1873255,-77.2209931,Matching and updated,POINT (-77.2209931 37.1873255)
4088,2019,November,109.0,Louisa County,1448.0,2979.0,21215.0,0.0,0.0,37.9716808,-77.9591779,Matching and updated,POINT (-77.9591779 37.9716808)
4089,2019,May,159.0,Richmond County,1.0,1.0,74688.0,0.0,0.0,37.9428935,-76.7305609,Matching and updated,POINT (-76.7305609 37.9428935)
4090,2019,September,109.0,Louisa County,22.0,53.0,74688.0,0.0,0.0,37.9716808,-77.9591779,Matching and updated,POINT (-77.9591779 37.9716808)
4091,2019,June,690.0,Martinsville City,442.0,1620.0,13186.2,0.0,0.0,36.6835269,-79.8636475,Matching and updated,POINT (-79.8636475 36.6835269)
4092,2019,May,101.0,King William County,3.0,10.0,74688.0,0.0,0.0,37.7082604,-77.0910539,Matching and updated,POINT (-77.0910539 37.7082604)
4093,2019,March,97.0,King and Queen County,22.0,69.0,74688.0,0.0,0.0,37.7143698,-76.901863,Matching and updated,POINT (-76.901863 37.7143698)
4094,2020,May,187.0,Warren County,243.0,579.0,29186.85,0.0,476.0,38.9081874,-78.2071314,Matching and updated,POINT (-78.2071314 38.9081874)
4095,2020,June,37.0,Charlotte County,691.0,1312.0,2060.0,0.0,0.0,37.0140909,-78.661424,Matching and updated,POINT (-78.661424 37.0140909)
4096,2020,April,199.0,York County,394.0,1249.0,62849.0,215.0,2588.0,37.2209139,-76.395533,Matching and updated,POINT (-76.395533 37.2209139)
4097,2021,May,143.0,Pittsylvania County,459.0,1055.0,25223.33,0.0,0.0,36.8217206,-79.3985019,Matching and updated,POINT (-79.3985019 36.8217206)
4098,2019,June,67.0,Franklin County,791.0,2454.0,40849.35,0.0,0.0,36.9923498,-79.8839586,Matching and updated,POINT (-79.8839586 36.9923498)
4099,2020,February,540.0,Charlottesville City,1049.0,7722.0,47653.86,0.0,0.0,38.0376579,-78.4853806,Matching and updated,POINT (-78.4853806 38.0376579)
4100,2020,September,161.0,Roanoke County,716.0,2000.0,60847.44,45.0,161.0,37.3310768,-80.1901101,Matching and updated,POINT (-80.1901101 37.3310768)
4101,2019,August,35.0,Carroll County,373.0,974.0,13753.55,0.0,0.0,36.7324256,-80.728043,Matching and updated,POINT (-80.728043 36.7324256)
4102,2019,April,141.0,Patrick County,898.0,2322.0,13703.5,0.0,0.0,36.6673274,-80.2861409,Matching and updated,POINT (-80.2861409 36.6673274)
4103,2020,May,21.0,Bland County,401.0,711.0,22032.95,0.0,0.0,37.1306124,-81.1258532,Matching and updated,POINT (-81.1258532 37.1306124)
4104,2020,December,35.0,Carroll County,308.0,791.0,14328.37,0.0,0.0,36.7324256,-80.728043,Matching and updated,POINT (-80.728043 36.7324256)
4105,2020,February,185.0,Tazewell County,1943.0,4411.0,40774.53,40.0,0.0,37.1253949,-81.5629237,Matching and updated,POINT (-81.5629237 37.1253949)
4106,2021,March,730.0,Petersburg City,0.0,6953.0,0.0,0.0,0.0,37.2047302,-77.3923681,Matching and updated,POINT (-77.3923681 37.2047302)
4107,2021,January,530.0,Buena Vista City,321.0,875.0,35861.16,0.0,0.0,37.7316634,-79.3563746,Matching and updated,POINT (-79.3563746 37.7316634)
4108,2020,April,21.0,Bland County,481.0,1105.0,21439.8,0.0,0.0,37.1306124,-81.1258532,Matching and updated,POINT (-81.1258532 37.1306124)
4109,2020,April,47.0,Culpeper County,19.0,46.0,74688.0,0.0,0.0,38.4859303,-77.9564758,Matching and updated,POINT (-77.9564758 38.4859303)
4110,2021,August,195.0,Wise County,694.0,1892.0,40550.18,0.0,0.0,36.9745607,-82.6215601,Matching and updated,POINT (-82.6215601 36.9745607)
4111,2020,August,580.0,Covington City,253.0,7509.0,27902.68,0.0,0.0,37.7781426,-79.986039,Matching and updated,POINT (-79.986039 37.7781426)
4112,2019,December,720.0,Norton City,853.0,2694.0,28159.05,0.0,0.0,36.9315489,-82.625996,Matching and updated,POINT (-82.625996 36.9315489)
4113,2019,May,41.0,Chesterfield County,874.0,11974.0,243695.0,0.0,0.0,37.3784338,-77.5858474,Matching and updated,POINT (-77.5858474 37.3784338)
4114,2021,January,147.0,Prince Edward County,1706.0,2910.0,46005.0,0.0,0.0,37.2248813,-78.4329574,Matching and updated,POINT (-78.4329574 37.2248813)
4115,2019,January,49.0,Cumberland County,265.0,461.0,42904.0,0.0,0.0,37.5201891,-78.2528364,Matching and updated,POINT (-78.2528364 37.5201891)
4116,2020,February,11.0,Appomattox County,1330.0,1932.0,25637.61,0.0,0.0,37.3707253,-78.8109404,Matching and updated,POINT (-78.8109404 37.3707253)
4117,2019,October,29.0,Buckingham County,931.0,1736.0,42729.58,0.0,0.0,37.573928,-78.5291687,Matching and updated,POINT (-78.5291687 37.573928)
4118,2020,March,165.0,Rockingham County,1876.0,3949.0,78408.82,0.0,930.0,38.5112574,-78.876307,Matching and updated,POINT (-78.876307 38.5112574)
4119,2021,April,840.0,Winchester City,1121.0,4053.0,140361.45,129.0,20588.0,39.1738688,-78.1763562,Matching and updated,POINT (-78.1763562 39.1738688)
4120,2019,September,51.0,Dickenson County,684.0,1426.0,40586.1,0.0,0.0,37.137081,-82.3492083,Matching and updated,POINT (-82.3492083 37.137081)
4121,2019,November,71.0,Giles County,395.0,783.0,11804.0,71.0,0.0,37.3119298,-80.7171778,Matching and updated,POINT (-80.7171778 37.3119298)
4122,2019,May,47.0,Culpeper County,478.0,1274.0,37736.79,0.0,0.0,38.4859303,-77.9564758,Matching and updated,POINT (-77.9564758 38.4859303)
4123,2021,January,159.0,Richmond County,41.0,89.0,434890.0,0.0,0.0,37.9428935,-76.7305609,Matching and updated,POINT (-76.7305609 37.9428935)
